ТН;ТБ;ГОСБ;кластер;сумма
00000000000001204611;Северо-Западный банк;Аппарат Северо-Западного банка;1;27656387457
00000000000001209268;Среднерусский банк;Тверское ГОСБ;3;12740141293
00000000000002008389;Среднерусский банк;Южное ГОСБ;1;25112329427
00000000000001720699;Среднерусский банк;Западное ГОСБ;1;-4825494
00000000000001664881;Среднерусский банк;Западное ГОСБ;1;973505284
00000000000001790884;Московский банк;Управление МБ по работе с предприятиями транспорта;1;18353714918
00000000000001368617;Северо-Западный банк;Вологодское ГОСБ;3;17350451348
00000000000001601466;Центрально-Черноземный банк;ГО по Воронежской области;1;26494380502
00000000000002017212;Уральский банк;Челябинское ГОСБ;1;16120919076
00000000000001129537;Среднерусский банк;Северное ГОСБ;1;-6744771
00000000000001858979;Юго-Западный банк;Краснодарское ГОСБ;1;19391171238
00000000000001110462;Северо-Западный банк;Вологодское ГОСБ;3;7677018462
00000000000001483268;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;26344021384
00000000000000796079;Северо-Западный банк;Аппарат Северо-Западного банка;1;17679042321
00000000000000344875;Сибирский банк;Томское ГОСБ;4;7825773251
00000000000001593169;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;27623379353
00000000000002241038;Среднерусский банк;Костромское ГОСБ;4;22803999153
00000000000001160980;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;16578768933
00000000000000673387;Сибирский банк;Новосибирское ГОСБ;1;3687767523
00000000000000345727;Сибирский банк;Алтайское ГОСБ;2;3268921176
00000000000001299114;Северо-Западный банк;ГО по Санкт-Петербургу;1;5541176451
00000000000002231692;Байкальский банк;Иркутское ГОСБ;1;24729147977
00000000000001792587;Среднерусский банк;Северное ГОСБ;1;3715520420
00000000000000897050;Московский банк;Управление МБ по работе с предприятиями промышленности;1;23105674919
